donation_id,donor_id,donation_date,amount,fund,payment_method,recurring
D368724,U554,2024-04-07,67.05,General,Check,TRUE
D982903,U115,2024-04-07,142.89,Missions,Check,TRUE
D820140,U460,2024-04-07,180.46,Missions,Check,TRUE
D202755,U563,2024-04-07,189.77,General,Check,TRUE
D251873,U783,2024-04-07,211.64,General,Online,FALSE
D408937,U950,2024-04-07,204.88,General,Online,TRUE
D643911,U915,2024-04-07,80.78,Missions,Online,TRUE
D303658,U568,2024-04-07,271.25,General,Online,TRUE
D898393,U270,2024-04-07,50.34,Missions,Cash,TRUE
D876556,U828,2024-04-07,74.8,Missions,Online,TRUE
D745971,U714,2024-04-07,167.55,Missions,Online,FALSE
D317898,U357,2024-04-07,183.32,General,Check,FALSE
D750092,U481,2024-04-07,182.8,Missions,Online,TRUE
D181840,U246,2024-04-07,87.87,Building,Online,TRUE
D408234,U905,2024-04-07,44.71,Missions,Online,FALSE
D428217,U969,2024-04-07,65.7,General,Check,FALSE
D857584,U415,2024-04-07,54.44,General,Online,TRUE
D494704,U527,2024-04-07,63.11,General,Online,FALSE
D556353,U419,2024-04-07,165.04,Building,Check,FALSE
D199152,U480,2024-04-07,543.22,General,Check,FALSE
D947505,U178,2024-04-07,40.47,General,Check,FALSE
D405021,U617,2024-04-07,77.05,General,Cash,FALSE
D950390,U745,2024-04-07,112.47,General,Check,TRUE
D917755,U734,2024-04-07,142.94,General,Check,FALSE
D980061,U607,2024-04-07,175.94,General,Cash,TRUE
D232280,U137,2024-04-07,163.76,Benevolence,Online,TRUE
D108438,U175,2024-04-07,131.42,General,Check,FALSE
D840319,U841,2024-04-07,113.44,Benevolence,Online,FALSE
D848780,U413,2024-04-07,69.12,General,Online,TRUE
D813712,U218,2024-04-07,102.86,Missions,Check,TRUE
D884842,U350,2024-04-07,110.84,Building,Online,TRUE
D279951,U185,2024-04-07,132.07,General,Online,FALSE
D532159,U978,2024-04-07,110.18,Building,Online,FALSE
D679656,U332,2024-04-07,112.96,General,Online,TRUE
D163297,U293,2024-04-07,276.48,General,Online,TRUE
D255860,U165,2024-04-07,113.42,General,Online,TRUE
D191682,U600,2024-04-07,20.98,Missions,Cash,TRUE
D612719,U751,2024-04-07,50.48,General,Cash,TRUE
D915838,U119,2024-04-07,103.64,Missions,Online,FALSE
D627920,U415,2024-04-07,95.44,Missions,Online,FALSE
D305293,U912,2024-04-07,95.23,Building,Online,FALSE
D288901,U297,2024-04-07,217.83,Missions,Check,TRUE
D190755,U121,2024-04-07,155.12,General,Check,TRUE
D610195,U254,2024-04-07,617.39,General,Online,FALSE
D759232,U649,2024-04-07,103.42,Missions,Online,FALSE
D583965,U814,2024-04-07,59.56,Missions,Check,TRUE
D581816,U173,2024-04-07,65.44,General,Cash,FALSE
D859735,U716,2024-04-07,81.57,Benevolence,Online,FALSE
D381137,U918,2024-04-07,107.16,General,Online,FALSE
D713381,U500,2024-04-07,35.4,Building,Online,FALSE
D987196,U716,2024-04-07,210.21,General,Check,FALSE
D241878,U438,2024-04-07,80.17,General,Online,TRUE
D699854,U770,2024-04-07,190.61,General,Check,FALSE
D349013,U342,2024-04-07,79.23,Missions,Online,TRUE
D831456,U190,2024-04-07,74.37,Building,Cash,TRUE
D915482,U805,2024-04-14,82.15,General,Online,TRUE
D632040,U417,2024-04-14,142.66,General,Online,TRUE
D418380,U453,2024-04-14,108.42,Missions,Online,TRUE
D708760,U745,2024-04-14,51.68,Missions,Online,FALSE
D717270,U168,2024-04-14,262.93,General,Online,TRUE
D622730,U898,2024-04-14,50.98,General,Online,FALSE
D921330,U377,2024-04-14,109.56,General,Online,FALSE
D810611,U299,2024-04-14,47.72,Building,Online,TRUE
D757302,U902,2024-04-14,136.52,General,Cash,TRUE
D682521,U998,2024-04-14,137.1,General,Check,TRUE
D555964,U815,2024-04-14,231.24,Building,Online,FALSE
D100330,U316,2024-04-14,220.81,Building,Online,TRUE
D710598,U105,2024-04-14,50.03,General,Online,FALSE
D655392,U622,2024-04-14,81.33,General,Online,FALSE
D473134,U796,2024-04-14,35.82,Building,Online,TRUE
D200261,U199,2024-04-14,228.05,General,Online,TRUE
D648560,U197,2024-04-14,352.5,General,Check,TRUE
D196996,U189,2024-04-14,351.42,General,Online,TRUE
D147034,U750,2024-04-14,180.83,Building,Online,FALSE
D578602,U695,2024-04-14,86.06,General,Online,FALSE
D179628,U909,2024-04-14,282.25,Missions,Check,FALSE
D805314,U543,2024-04-14,136.49,Benevolence,Online,FALSE
D144399,U855,2024-04-14,226.53,General,Online,TRUE
D112551,U576,2024-04-14,281.68,Benevolence,Online,FALSE
D190752,U888,2024-04-14,323.23,General,Check,TRUE
D336903,U426,2024-04-14,252.27,General,Online,FALSE
D333840,U896,2024-04-14,38.96,General,Online,TRUE
D633873,U864,2024-04-14,149.81,General,Online,FALSE
D750408,U621,2024-04-14,50.46,Missions,Online,FALSE
D110940,U421,2024-04-14,216.95,Missions,Online,TRUE
D450310,U160,2024-04-14,142.49,Missions,Online,TRUE
D334537,U521,2024-04-14,92.65,Benevolence,Online,TRUE
D131421,U920,2024-04-14,100.1,Building,Online,FALSE
D249631,U657,2024-04-14,277.66,General,Check,FALSE
D179811,U284,2024-04-14,91.42,General,Online,TRUE
D633622,U974,2024-04-14,235.18,Building,Check,FALSE
D715897,U435,2024-04-14,83.83,Missions,Online,TRUE
D810192,U896,2024-04-14,171.51,Missions,Online,TRUE
D227898,U929,2024-04-14,161.06,General,Online,TRUE
D181081,U405,2024-04-14,57.05,General,Check,TRUE
D877898,U191,2024-04-14,153.33,Building,Online,FALSE
D336024,U552,2024-04-14,276.35,Missions,Online,TRUE
D913944,U855,2024-04-14,273.5,General,Online,FALSE
D523245,U968,2024-04-14,73.05,General,Check,TRUE
D846452,U682,2024-04-14,233.4,General,Online,FALSE
D680218,U234,2024-04-14,177.58,General,Cash,FALSE
D346070,U994,2024-04-14,170.87,General,Online,FALSE
D157581,U285,2024-04-14,101.12,Missions,Online,FALSE
D116866,U697,2024-04-14,48.76,General,Check,FALSE
D890948,U639,2024-04-14,82.96,General,Online,TRUE
D308704,U444,2024-04-14,97.22,General,Online,FALSE
D779270,U249,2024-04-14,363.33,Building,Online,TRUE
D838843,U349,2024-04-14,169.92,General,Online,TRUE
D197315,U860,2024-04-14,146.85,General,Online,FALSE
D951044,U759,2024-04-14,172.39,General,Online,TRUE
D297265,U618,2024-04-14,95.85,Benevolence,Cash,TRUE
D269877,U869,2024-04-14,156.77,General,Online,TRUE
D919012,U996,2024-04-14,117.49,Missions,Online,FALSE
D447632,U910,2024-04-14,162.44,General,Online,TRUE
D379893,U611,2024-04-14,195.66,General,Online,TRUE
D942859,U479,2024-04-14,72.04,General,Check,FALSE
D345366,U863,2024-04-14,57.65,General,Online,TRUE
D173127,U316,2024-04-14,96.02,Benevolence,Online,TRUE
D954924,U549,2024-04-14,131.31,General,Online,FALSE
D135651,U797,2024-04-14,300.68,General,Online,FALSE
D419427,U188,2024-04-21,116.83,General,Check,TRUE
D910428,U690,2024-04-21,64.65,General,Check,FALSE
D292304,U995,2024-04-21,31.92,General,Online,TRUE
D757108,U359,2024-04-21,47.42,Building,Online,TRUE
D794858,U536,2024-04-21,202.26,Missions,Cash,TRUE
D898439,U685,2024-04-21,371.95,Missions,Online,TRUE
D870534,U892,2024-04-21,82.05,Building,Online,FALSE
D444626,U454,2024-04-21,91.42,Building,Online,FALSE
D118967,U217,2024-04-21,104.36,General,Online,FALSE
D818519,U596,2024-04-21,184.23,Building,Online,FALSE
D263296,U487,2024-04-21,67.1,General,Check,TRUE
D973775,U250,2024-04-21,74.12,General,Check,TRUE
D469100,U869,2024-04-21,98.13,General,Check,TRUE
D813059,U858,2024-04-21,182.05,General,Check,TRUE
D480998,U459,2024-04-21,264.51,General,Online,FALSE
D238320,U222,2024-04-21,119.11,General,Online,FALSE
D790840,U891,2024-04-21,160.85,Benevolence,Online,TRUE
D135824,U322,2024-04-21,57.11,General,Online,TRUE
D277838,U270,2024-04-21,75.81,General,Online,TRUE
D284352,U967,2024-04-21,50.37,General,Online,FALSE
D299468,U142,2024-04-21,60.09,General,Online,FALSE
D900323,U918,2024-04-21,49.78,General,Cash,FALSE
D225394,U523,2024-04-21,219,General,Online,TRUE
D313502,U161,2024-04-21,90.61,General,Online,FALSE
D602939,U260,2024-04-21,149.61,General,Online,FALSE
D302832,U370,2024-04-21,155.42,Building,Online,FALSE
D776892,U879,2024-04-21,55.28,Building,Online,FALSE
D884590,U166,2024-04-21,140.49,General,Check,FALSE
D396508,U144,2024-04-21,242.93,General,Online,TRUE
D494248,U292,2024-04-21,106,Missions,Online,TRUE
D557883,U929,2024-04-21,114.25,Missions,Online,FALSE
D867488,U802,2024-04-21,117.18,General,Online,TRUE
D294414,U528,2024-04-21,95.51,General,Online,TRUE
D659855,U965,2024-04-21,105.05,Missions,Online,TRUE
D112288,U589,2024-04-21,148.04,General,Check,FALSE
D629403,U977,2024-04-21,137.83,General,Online,TRUE
D306630,U922,2024-04-21,79.27,Missions,Check,TRUE
D793505,U302,2024-04-21,91.98,Benevolence,Online,TRUE
D611084,U504,2024-04-21,674.52,Missions,Online,FALSE
D461028,U979,2024-04-21,39.23,General,Online,TRUE
D645307,U774,2024-04-21,212.6,Missions,Cash,TRUE
D610757,U455,2024-04-21,233.67,General,Online,TRUE
D960530,U577,2024-04-21,45.04,General,Online,TRUE
D857258,U684,2024-04-21,94.67,General,Check,TRUE
D703535,U794,2024-04-21,56,General,Online,TRUE
D344734,U423,2024-04-21,65.42,Building,Online,FALSE
D201160,U238,2024-04-21,143.07,General,Check,TRUE
D803973,U459,2024-04-21,173.81,Missions,Online,TRUE
D698526,U609,2024-04-21,96.76,Missions,Check,FALSE
D272079,U230,2024-04-21,120.28,General,Online,FALSE
D243604,U704,2024-04-21,113.19,Building,Cash,FALSE
D431745,U303,2024-04-21,152.95,Missions,Online,TRUE
D268286,U980,2024-04-21,31.95,General,Check,TRUE
D490006,U647,2024-04-21,417.25,Missions,Check,FALSE
D828071,U272,2024-04-21,99.4,General,Check,FALSE
D125662,U974,2024-04-21,94.74,Building,Online,TRUE
D755662,U746,2024-04-21,384.89,General,Check,FALSE
D199179,U884,2024-04-21,81.33,General,Online,FALSE
D751211,U343,2024-04-21,154.73,Building,Cash,TRUE
D759986,U127,2024-04-21,101.97,General,Online,TRUE
D423799,U720,2024-04-21,111.93,General,Online,TRUE
D825514,U695,2024-04-21,73.69,General,Check,FALSE
D800824,U501,2024-04-21,176.5,Missions,Online,TRUE
D643145,U626,2024-04-21,297.68,Building,Online,TRUE
D884375,U532,2024-04-21,164.46,Missions,Online,FALSE
D391421,U449,2024-04-21,62.86,Missions,Online,TRUE
D558482,U701,2024-04-21,61.23,General,Online,TRUE
D435858,U496,2024-04-21,219.41,General,Cash,FALSE
D605601,U168,2024-04-21,102.59,Missions,Online,FALSE
D361470,U627,2024-04-21,125.27,General,Online,FALSE
D254129,U400,2024-04-28,141.48,General,Online,FALSE
D358241,U119,2024-04-28,174.72,Building,Online,TRUE
D720967,U100,2024-04-28,71.98,General,Check,FALSE
D693288,U528,2024-04-28,71.25,General,Check,FALSE
D201121,U816,2024-04-28,282.16,Building,Cash,FALSE
D769199,U525,2024-04-28,111.37,Building,Online,TRUE
D147032,U159,2024-04-28,82.11,Benevolence,Cash,TRUE
D590763,U847,2024-04-28,110.87,General,Online,TRUE
D760562,U242,2024-04-28,158.09,General,Cash,FALSE
D777416,U240,2024-04-28,124.65,General,Online,TRUE
D704835,U308,2024-04-28,161.17,General,Online,TRUE
D923407,U462,2024-04-28,75.71,General,Online,TRUE
D732307,U628,2024-04-28,126.78,General,Online,FALSE
D927772,U206,2024-04-28,182.98,General,Check,TRUE
D173694,U677,2024-04-28,163.42,Missions,Online,FALSE
D722951,U269,2024-04-28,111.4,General,Online,FALSE
D778388,U649,2024-04-28,68.34,General,Online,FALSE
D637305,U581,2024-04-28,79.57,General,Check,TRUE
D939901,U337,2024-04-28,72.84,General,Online,FALSE
D196408,U151,2024-04-28,104.44,Benevolence,Online,FALSE
D979982,U779,2024-04-28,71.6,General,Cash,FALSE
D402802,U212,2024-04-28,120.46,General,Cash,TRUE
D842950,U815,2024-04-28,207.7,Building,Online,TRUE
D618025,U552,2024-04-28,136.02,General,Check,TRUE
D364285,U181,2024-04-28,147.05,Missions,Cash,TRUE
D124705,U358,2024-04-28,141.13,Missions,Check,TRUE
D623734,U820,2024-04-28,51.75,Missions,Online,FALSE
D354633,U463,2024-04-28,250.78,General,Check,TRUE
D208623,U579,2024-04-28,235.73,Missions,Check,TRUE
D766428,U631,2024-04-28,58.14,General,Check,TRUE
D742204,U152,2024-04-28,236.34,General,Online,FALSE
D568327,U766,2024-04-28,87.86,General,Online,TRUE
D351941,U631,2024-04-28,54.06,Benevolence,Online,TRUE
D817512,U240,2024-04-28,44.94,General,Online,TRUE
D569393,U957,2024-04-28,245.13,Missions,Check,TRUE
D235310,U291,2024-04-28,132.9,General,Online,FALSE
D765498,U705,2024-04-28,59.52,Benevolence,Online,TRUE
D468740,U418,2024-04-28,96.47,General,Online,TRUE
D603085,U832,2024-04-28,31.46,General,Online,FALSE
D135299,U864,2024-04-28,125.69,Building,Online,TRUE
D711939,U797,2024-04-28,248.95,Missions,Online,FALSE
D633522,U189,2024-04-28,183.83,General,Online,FALSE
D776524,U330,2024-04-28,127.9,General,Check,TRUE
D701975,U541,2024-04-28,115.23,General,Online,FALSE
D478557,U892,2024-04-28,169.07,General,Online,TRUE
D918315,U578,2024-04-28,295.75,General,Online,FALSE
D115193,U364,2024-04-28,168.96,General,Online,TRUE
D361145,U263,2024-04-28,92.97,General,Online,TRUE
D471135,U890,2024-04-28,184.5,Benevolence,Online,TRUE
D541722,U499,2024-04-28,67.7,General,Online,FALSE
D175494,U888,2024-04-28,101.73,Building,Online,TRUE
D380221,U704,2024-04-28,188.52,General,Online,TRUE
D771264,U696,2024-04-28,97.64,General,Online,FALSE
D671742,U711,2024-04-28,110.25,General,Check,FALSE
D148672,U302,2024-04-28,257.9,Missions,Online,FALSE
D902034,U859,2024-04-28,98.48,General,Check,TRUE
D938412,U257,2024-04-28,357.94,General,Check,TRUE
D363423,U273,2024-04-28,295.74,Missions,Check,TRUE
D789292,U213,2024-04-28,144.54,General,Online,TRUE
D856143,U608,2024-04-28,111.83,General,Cash,TRUE
D775226,U411,2024-05-05,308.66,General,Online,FALSE
D897741,U132,2024-05-05,37.86,Benevolence,Cash,TRUE
D953503,U120,2024-05-05,237.34,Benevolence,Online,TRUE
D170408,U348,2024-05-05,135.58,General,Online,FALSE
D264146,U887,2024-05-05,147.88,Missions,Online,FALSE
D140953,U236,2024-05-05,73.59,General,Online,FALSE
D382033,U217,2024-05-05,71.33,Building,Online,FALSE
D861568,U925,2024-05-05,65.38,Missions,Online,FALSE
D903507,U210,2024-05-05,514.38,Building,Cash,FALSE
D906958,U311,2024-05-05,331.06,General,Online,FALSE
D835232,U928,2024-05-05,110.91,Missions,Online,FALSE
D294230,U513,2024-05-05,322.75,General,Online,TRUE
D518826,U847,2024-05-05,46.23,General,Check,FALSE
D486773,U764,2024-05-05,219.64,General,Check,TRUE
D143116,U616,2024-05-05,93.05,General,Cash,TRUE
D494782,U196,2024-05-05,403.91,General,Online,TRUE
D902604,U149,2024-05-05,219.41,General,Online,FALSE
D293104,U652,2024-05-05,41.36,General,Cash,TRUE
D687798,U512,2024-05-05,227.06,General,Online,TRUE
D965839,U846,2024-05-05,45.8,General,Cash,TRUE
D537191,U362,2024-05-05,392.76,Missions,Check,TRUE
D646832,U588,2024-05-05,40.62,Benevolence,Online,TRUE
D706136,U367,2024-05-05,59.08,General,Check,TRUE
D505776,U407,2024-05-05,131.87,General,Online,TRUE
D911394,U997,2024-05-05,79.25,Benevolence,Cash,TRUE
D765955,U691,2024-05-05,150.39,General,Online,FALSE
D101426,U513,2024-05-05,55.9,General,Online,FALSE
D278791,U770,2024-05-05,49.72,General,Online,FALSE
D945722,U969,2024-05-05,176.67,General,Online,FALSE
D590805,U959,2024-05-05,92,General,Online,FALSE
D207815,U445,2024-05-05,97.82,General,Online,FALSE
D812463,U326,2024-05-05,199.05,General,Online,TRUE
D303703,U561,2024-05-05,60.75,Missions,Online,FALSE
D375917,U811,2024-05-05,102.73,General,Check,FALSE
D814560,U498,2024-05-05,55.72,General,Online,FALSE
D539568,U122,2024-05-05,285.01,General,Check,FALSE
D408716,U620,2024-05-05,159.1,Missions,Cash,FALSE
D605195,U559,2024-05-05,123.67,Building,Online,TRUE
D759665,U348,2024-05-05,197.74,General,Check,FALSE
D415785,U235,2024-05-05,263.52,General,Online,TRUE
D770481,U691,2024-05-05,88.67,Missions,Online,TRUE
D710759,U548,2024-05-05,96.25,General,Online,TRUE
D971880,U511,2024-05-05,135.61,General,Check,TRUE
D738915,U562,2024-05-05,202.21,Building,Online,FALSE
D605480,U296,2024-05-05,142.74,General,Online,TRUE
D353458,U807,2024-05-05,131.79,Building,Check,FALSE
D330193,U944,2024-05-05,107.14,General,Check,FALSE
D330507,U584,2024-05-05,84.99,General,Online,FALSE
D682842,U593,2024-05-05,84.13,General,Online,FALSE
D960185,U224,2024-05-05,81.75,General,Online,TRUE
D233594,U445,2024-05-05,73.97,Missions,Check,TRUE
D205070,U379,2024-05-05,106.32,General,Online,TRUE
D204125,U716,2024-05-05,28.49,General,Online,TRUE
D248310,U182,2024-05-05,144.21,General,Online,TRUE
D560732,U690,2024-05-05,66.53,General,Online,FALSE
D639210,U605,2024-05-05,110.56,General,Check,TRUE
D788662,U299,2024-05-12,148.22,General,Online,FALSE
D603775,U961,2024-05-12,59.13,General,Online,TRUE
D874059,U599,2024-05-12,177.3,General,Online,TRUE
D601106,U818,2024-05-12,376.01,General,Online,FALSE
D294664,U499,2024-05-12,88.38,Missions,Check,TRUE
D584388,U615,2024-05-12,163.17,General,Check,TRUE
D186286,U508,2024-05-12,79.41,Missions,Online,TRUE
D108018,U188,2024-05-12,126.87,General,Online,FALSE
D678995,U418,2024-05-12,70.01,General,Check,TRUE
D254859,U123,2024-05-12,93.9,General,Cash,FALSE
D803293,U752,2024-05-12,268.47,General,Online,FALSE
D120689,U104,2024-05-12,117.86,General,Cash,TRUE
D545654,U869,2024-05-12,120.88,Building,Online,TRUE
D860834,U727,2024-05-12,32.48,General,Online,FALSE
D405528,U338,2024-05-12,80.99,Missions,Online,FALSE
D459148,U780,2024-05-12,74.85,Building,Online,FALSE
D321490,U631,2024-05-12,76.61,Benevolence,Online,TRUE
D184938,U604,2024-05-12,177.85,General,Online,TRUE
D953385,U884,2024-05-12,250.56,Missions,Online,TRUE
D346490,U238,2024-05-12,44.69,Missions,Cash,TRUE
D870851,U509,2024-05-12,141.48,Building,Online,TRUE
D987769,U736,2024-05-12,35.5,Missions,Check,FALSE
D435940,U435,2024-05-12,60.84,General,Check,TRUE
D309593,U788,2024-05-12,177.34,General,Online,FALSE
D662518,U493,2024-05-12,119.49,Building,Online,TRUE
D398887,U753,2024-05-12,58.2,General,Check,TRUE
D922978,U214,2024-05-12,28.29,General,Online,FALSE
D323680,U927,2024-05-12,176.21,General,Online,TRUE
D656903,U304,2024-05-12,170.4,General,Online,FALSE
D815544,U224,2024-05-12,386.83,Benevolence,Online,TRUE
D968125,U225,2024-05-12,269.24,Missions,Online,TRUE
D661161,U845,2024-05-12,102.63,General,Online,TRUE
D482104,U840,2024-05-12,110.42,General,Check,FALSE
D569009,U489,2024-05-12,107.11,General,Online,TRUE
D312431,U917,2024-05-12,95.04,General,Check,FALSE
D816119,U381,2024-05-12,37.02,General,Online,TRUE
D127169,U136,2024-05-12,158.54,General,Cash,TRUE
D733346,U764,2024-05-12,196.93,Missions,Online,TRUE
D566928,U609,2024-05-12,72.87,General,Cash,TRUE
D767768,U251,2024-05-12,86.69,General,Online,TRUE
D260247,U526,2024-05-12,112.61,General,Check,TRUE
D195576,U232,2024-05-12,50.94,General,Online,TRUE
D569488,U986,2024-05-12,79.27,General,Online,FALSE
D728572,U920,2024-05-12,68.76,General,Online,TRUE
D742140,U541,2024-05-12,74.18,General,Cash,TRUE
D598559,U153,2024-05-12,163.72,Missions,Online,TRUE
D540178,U261,2024-05-12,177.3,Missions,Check,FALSE
D165155,U978,2024-05-12,124.63,General,Check,TRUE
D762128,U952,2024-05-12,96.29,Missions,Online,TRUE
D645971,U201,2024-05-12,106.99,General,Online,FALSE
D282270,U895,2024-05-12,450.28,Missions,Check,FALSE
D492121,U138,2024-05-12,109.64,General,Online,TRUE
D515231,U103,2024-05-12,93.87,General,Online,FALSE
D245665,U218,2024-05-12,107.75,General,Online,FALSE
D101864,U322,2024-05-12,87.2,General,Online,FALSE
D470263,U696,2024-05-12,136.01,General,Online,TRUE
D453490,U787,2024-05-12,214.17,General,Online,FALSE
D433878,U511,2024-05-12,132.62,Missions,Cash,TRUE
D962847,U397,2024-05-12,85.12,General,Online,TRUE
D117362,U691,2024-05-12,143.91,General,Online,FALSE
D135606,U887,2024-05-19,183.33,General,Online,FALSE
D945982,U572,2024-05-19,112.84,Missions,Online,TRUE
D175713,U586,2024-05-19,169.25,General,Online,TRUE
D201027,U291,2024-05-19,134.73,General,Online,TRUE
D407482,U847,2024-05-19,522.77,Building,Check,FALSE
D777191,U443,2024-05-19,81.09,General,Online,TRUE
D904720,U755,2024-05-19,139.63,General,Online,TRUE
D995670,U171,2024-05-19,42.1,General,Online,FALSE
D220876,U904,2024-05-19,77.94,General,Online,TRUE
D672553,U153,2024-05-19,107.58,General,Online,FALSE
D926546,U756,2024-05-19,111.74,Missions,Online,FALSE
D283858,U333,2024-05-19,137.97,General,Check,TRUE
D261756,U785,2024-05-19,61.97,Missions,Cash,FALSE
D427435,U657,2024-05-19,72.92,General,Check,TRUE
D528877,U113,2024-05-19,112.98,General,Cash,TRUE
D157901,U618,2024-05-19,84.33,Building,Online,FALSE
D503419,U600,2024-05-19,94.86,General,Online,TRUE
D476943,U974,2024-05-19,64.35,General,Online,TRUE
D781860,U278,2024-05-19,204.57,Building,Online,FALSE
D976160,U146,2024-05-19,178.76,General,Check,FALSE
D246287,U701,2024-05-19,40.2,General,Check,FALSE
D464520,U149,2024-05-19,82.76,General,Check,TRUE
D377854,U343,2024-05-19,41.32,Missions,Cash,TRUE
D595423,U718,2024-05-19,142.37,General,Online,FALSE
D268225,U991,2024-05-19,94.43,Missions,Online,FALSE
D432419,U380,2024-05-19,97.62,General,Cash,TRUE
D827030,U595,2024-05-19,95.1,Building,Online,TRUE
D104689,U942,2024-05-19,117.68,Building,Check,FALSE
D497970,U759,2024-05-19,101.88,Benevolence,Online,FALSE
D214850,U693,2024-05-19,90.55,Missions,Online,FALSE
D204001,U393,2024-05-19,105.04,Missions,Online,FALSE
D227351,U563,2024-05-19,22.76,Building,Online,TRUE
D653666,U376,2024-05-19,81,Missions,Online,TRUE
D628801,U776,2024-05-19,67.84,General,Check,TRUE
D734928,U582,2024-05-19,122.27,General,Online,TRUE
D918110,U239,2024-05-19,153.57,General,Online,FALSE
D668216,U229,2024-05-19,102.1,Building,Check,TRUE
D247445,U459,2024-05-19,42.47,Benevolence,Check,TRUE
D494097,U541,2024-05-19,112.5,General,Check,FALSE
D677624,U221,2024-05-19,124.32,General,Online,FALSE
D684244,U562,2024-05-19,101.18,Missions,Online,FALSE
D906165,U474,2024-05-19,240.5,General,Check,TRUE
D319491,U314,2024-05-19,99.19,General,Check,FALSE
D688580,U520,2024-05-19,132.58,Missions,Online,TRUE
D424679,U791,2024-05-19,126.74,General,Check,TRUE
D129449,U159,2024-05-19,58.53,Missions,Online,FALSE
D504647,U429,2024-05-19,88.75,General,Online,TRUE
D117318,U947,2024-05-19,72.46,General,Online,FALSE
D648246,U661,2024-05-26,59.09,General,Online,TRUE
D402187,U617,2024-05-26,137.21,Missions,Online,TRUE
D199175,U755,2024-05-26,150.94,General,Cash,FALSE
D234747,U859,2024-05-26,89.15,General,Online,FALSE
D139603,U233,2024-05-26,156.4,General,Check,FALSE
D705692,U368,2024-05-26,90.1,Missions,Check,TRUE
D751187,U554,2024-05-26,218.6,General,Online,TRUE
D288441,U333,2024-05-26,124.52,Building,Check,TRUE
D595930,U139,2024-05-26,56.59,Missions,Cash,TRUE
D831437,U441,2024-05-26,365.47,General,Online,TRUE
D150731,U341,2024-05-26,45.01,General,Online,TRUE
D813193,U127,2024-05-26,88.55,General,Online,TRUE
D208866,U167,2024-05-26,78.67,Missions,Online,FALSE
D411878,U731,2024-05-26,265.54,General,Check,TRUE
D938828,U572,2024-05-26,62.04,General,Check,FALSE
D550810,U738,2024-05-26,83.01,Building,Check,TRUE
D596199,U674,2024-05-26,45.31,General,Online,FALSE
D296693,U441,2024-05-26,217.31,General,Online,TRUE
D895165,U637,2024-05-26,88.11,General,Online,TRUE
D319122,U132,2024-05-26,53.44,Benevolence,Online,FALSE
D555768,U452,2024-05-26,57.9,General,Check,FALSE
D194480,U966,2024-05-26,152.28,General,Online,FALSE
D339298,U143,2024-05-26,78.95,Missions,Online,TRUE
D711124,U637,2024-05-26,99.79,General,Online,FALSE
D824762,U461,2024-05-26,210.23,General,Check,TRUE
D388616,U138,2024-05-26,52.23,General,Online,FALSE
D937665,U538,2024-05-26,183.31,General,Online,FALSE
D929876,U511,2024-05-26,129.87,General,Online,TRUE
D117844,U635,2024-05-26,52.79,General,Online,FALSE
D181891,U805,2024-05-26,263.56,General,Cash,FALSE
D734534,U964,2024-05-26,240.48,General,Online,TRUE
D857492,U917,2024-05-26,101.33,Missions,Online,FALSE
D212504,U643,2024-05-26,93.76,General,Cash,TRUE
D654049,U120,2024-05-26,76.28,General,Cash,TRUE
D565529,U454,2024-05-26,245.27,General,Check,FALSE
D744056,U701,2024-05-26,37.93,General,Online,TRUE
D580441,U633,2024-05-26,61.51,General,Online,TRUE
D684479,U392,2024-05-26,177.05,General,Check,FALSE
D102004,U582,2024-05-26,463.49,Building,Cash,TRUE
D120312,U528,2024-05-26,89.24,General,Check,TRUE
D178588,U664,2024-05-26,250.41,General,Online,FALSE
D118163,U690,2024-05-26,111.93,General,Cash,FALSE
D467448,U170,2024-05-26,78.22,General,Check,TRUE
D182361,U798,2024-05-26,114.75,Benevolence,Check,TRUE
D253933,U814,2024-05-26,80.11,Missions,Online,TRUE
D553644,U886,2024-05-26,149.88,General,Check,FALSE
D986898,U404,2024-05-26,114.38,Building,Cash,FALSE
D509994,U625,2024-05-26,80.01,Benevolence,Online,TRUE
D225469,U751,2024-05-26,59.19,Benevolence,Online,TRUE
D408674,U190,2024-05-26,296.16,General,Online,FALSE
D499408,U508,2024-05-26,58.65,General,Online,TRUE
D766731,U279,2024-05-26,342.48,General,Cash,FALSE
D808838,U469,2024-05-26,50.31,Missions,Online,FALSE
D646333,U391,2024-05-26,50.8,General,Online,TRUE
D266835,U651,2024-06-02,126.79,Building,Check,FALSE
D840710,U398,2024-06-02,100.35,Building,Online,TRUE
D761375,U971,2024-06-02,160.94,Missions,Online,TRUE
D177092,U433,2024-06-02,233.73,Building,Cash,FALSE
D697060,U150,2024-06-02,83.92,General,Online,TRUE
D714041,U427,2024-06-02,273.83,General,Online,TRUE
D400323,U296,2024-06-02,120.65,Building,Online,TRUE
D961461,U734,2024-06-02,87.15,Missions,Online,TRUE
D617149,U642,2024-06-02,253.42,Building,Cash,FALSE
D887270,U837,2024-06-02,190.31,General,Check,FALSE
D308644,U105,2024-06-02,119.5,General,Online,FALSE
D742307,U616,2024-06-02,92.89,Missions,Cash,FALSE
D944123,U547,2024-06-02,167.36,Missions,Online,TRUE
D928331,U861,2024-06-02,74.66,General,Check,TRUE
D979445,U822,2024-06-02,155.78,General,Online,TRUE
D290351,U937,2024-06-02,54.25,General,Check,FALSE
